"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","AWND","PGTM","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","WDF2","WDF5","WSF2","WSF5"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","47.44467","-122.31442","112.5","2024-05-27","3.0",,"0.0","0.0","0.0","13.2","19.4","10.6","  340","  340","5.8","7.2"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","47.44467","-122.31442","112.5","2024-05-28","3.9",,"0.8","0.0","0.0","12.8","15.6","9.4","  210","  220","9.4","12.5"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","47.44467","-122.31442","112.5","2024-05-29","4.0",,"2.8","0.0","0.0","11.8","17.2","8.9","  210","  340","9.8","16.1"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","47.44467","-122.31442","112.5","2024-05-30","2.9",,"0.0","0.0","0.0","11.2","17.2","8.9","  320","  290","6.3","8.9"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","47.44467","-122.31442","112.5","2024-05-31","3.4",,"0.0","0.0","0.0","13.6","22.2","8.3","   30","  310","5.8","7.6"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","47.44467","-122.31442","112.5","2024-06-01","3.2",,"0.0","0.0","0.0","15.3","17.2","12.2","  230","  250","5.8","8.1"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","47.44467","-122.31442","112.5","2024-06-02","3.8",,"16.5","0.0","0.0","14.1","15.0","12.2","  190","  200","9.8","13.9"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","47.44467","-122.31442","112.5","2024-06-03","6.9",,"8.6","0.0","0.0","12.8","15.0","10.0","  230","  220","11.6","17.0"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","47.44467","-122.31442","112.5","2024-06-04","5.4",,"2.8","0.0","0.0","11.7","16.7","9.4","  200","  190","11.2","15.7"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","47.44467","-122.31442","112.5","2024-06-05","3.0",,"0.0","0.0","0.0","13.1","18.9","8.9","  340","  350","5.8","7.6"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","47.44467","-122.31442","112.5","2024-06-06","4.0",,"0.0","0.0","0.0","14.9","22.2","10.0","  340","  350","6.3","8.5"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","47.44467","-122.31442","112.5","2024-06-07","4.0",,"0.0","0.0","0.0","17.4","25.0","11.7","   10","   30","7.2","9.4"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","47.44467","-122.31442","112.5","2024-06-08","2.3",,"0.0","0.0","0.0","19.7","25.6","12.2","  200","  200","5.4","6.3"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","47.44467","-122.31442","112.5","2024-06-09","3.7",,"0.0","0.0","0.0","17.2","21.7","11.7","  230","  240","7.2","9.8"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","47.44467","-122.31442","112.5","2024-06-10","2.9",,"0.3","0.0","0.0","13.7","21.1","10.0","  270","  290","4.5","7.2"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","47.44467","-122.31442","112.5","2024-06-11","5.2",,"0.0","0.0","0.0","16.2","19.4","11.1","  220","  220","12.5","17.4"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","47.44467","-122.31442","112.5","2024-06-12","4.4",,"0.0","0.0","0.0","13.7","19.4","10.6","   30","  350","7.6","11.2"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","47.44467","-122.31442","112.5","2024-06-13","3.5",,"0.0","0.0","0.0","14.4","20.0","9.4","   30","   40","7.6","8.9"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","47.44467","-122.31442","112.5","2024-06-14","5.1",,"0.3","0.0","0.0","14.1","17.8","8.9","  210","  200","8.9","12.1"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","47.44467","-122.31442","112.5","2024-06-15","6.1",,"0.0","0.0","0.0","12.2","15.6","8.9","  220","  220","11.6","16.5"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","47.44467","-122.31442","112.5","2024-06-16","3.0",,"0.0","0.0","0.0","12.0","17.8","8.3","  350","  340","8.1","13.0"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","47.44467","-122.31442","112.5","2024-06-17","3.4",,"1.0","0.0","0.0","12.6","16.1","10.0","  220","  230","7.2","9.8"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","47.44467","-122.31442","112.5","2024-06-18","2.6",,"0.0","0.0","0.0","12.9","19.4","9.4","  210","  210","6.7","8.9"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","47.44467","-122.31442","112.5","2024-06-19","4.1",,"0.0","0.0","0.0","16.5","26.1","9.4","   20","  350","6.7","8.5"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","47.44467","-122.31442","112.5","2024-06-20","3.9",,"0.0","0.0","0.0","20.6","28.9","13.3","  350","  360","7.2","9.8"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","47.44467","-122.31442","112.5","2024-06-21","2.3",,"0.0","0.0","0.0","22.1","30.0","14.4","   20","  360","5.4","7.2"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","47.44467","-122.31442","112.5","2024-06-22","4.0",,"0.0","0.0","0.0","19.4","23.9","13.3","  230","  220","7.2","10.3"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","47.44467","-122.31442","112.5","2024-06-23","5.4",,"0.0","0.0","0.0","16.8","19.4","12.2","  210","  200","9.8","14.3"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","47.44467","-122.31442","112.5","2024-06-24","3.1",,"0.0","0.0","0.0","15.1","21.1","11.1","  350","  360","6.7","9.4"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","47.44467","-122.31442","112.5","2024-06-25","3.7",,"0.0","0.0","0.0","17.6","26.7","12.2","   30","   50","7.2","8.9"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","47.44467","-122.31442","112.5","2024-06-26","4.7",,"0.3","0.0","0.0","18.4","21.1","12.8","  220","  210","9.8","13.0"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","47.44467","-122.31442","112.5","2024-06-27","4.6",,"0.5","0.0","0.0","14.7","18.9","12.8","  190","  200","7.6","11.6"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","47.44467","-122.31442","112.5","2024-06-28","2.6",,"0.0","0.0","0.0","14.9","21.7","12.2","  320","  280","5.4","6.7"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","47.44467","-122.31442","112.5","2024-06-29","2.3",,"0.0","0.0","0.0","18.3","23.9","12.8","   40","  330","4.5","6.3"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","47.44467","-122.31442","112.5","2024-06-30","3.3",,"0.0","0.0","0.0","17.9","24.4","15.0","  220","  220","6.3","8.5"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","47.44467","-122.31442","112.5","2024-07-01","1.9",,"0.0","0.0","0.0","19.0","24.4","15.0","  290","  260","5.4","7.6"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","47.44467","-122.31442","112.5","2024-07-02","2.8",,"0.0","0.0","0.0","16.7","21.7","12.2","  220","  200","5.8","8.5"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","47.44467","-122.31442","112.5","2024-07-03","3.0",,"0.0","0.0","0.0","16.3","24.4","11.7","  270","  290","5.8","9.8"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","47.44467","-122.31442","112.5","2024-07-04","3.9",,"0.0","0.0","0.0","20.1","28.3","13.3","  350","  340","7.6","10.7"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","47.44467","-122.31442","112.5","2024-07-05","3.2",,"0.0","0.0","0.0","22.6","31.7","13.9","   10","  350","8.1","10.7"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","47.44467","-122.31442","112.5","2024-07-06","3.2",,"0.0","0.0","0.0","25.1","32.8","16.1","   10","  360","7.6","10.3"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","47.44467","-122.31442","112.5","2024-07-07","2.9",,"0.0","0.0","0.0","25.4","33.9","16.7","   30","  270","5.8","6.7"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","47.44467","-122.31442","112.5","2024-07-08","3.2",,"0.0","0.0","0.0","27.4","35.0","19.4","  360","  340","6.7","8.9"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","47.44467","-122.31442","112.5","2024-07-09","2.6",,"0.0","0.0","0.0","27.1","36.7","17.8","  360","  350","6.7","8.1"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","47.44467","-122.31442","112.5","2024-07-10","3.5",,"0.0","0.0","0.0","25.1","31.1","16.1","   40","  280","7.2","10.3"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","47.44467","-122.31442","112.5","2024-07-11","3.0",,"0.0","0.0","0.0","21.9","28.3","13.9","   10","  340","5.8","8.1"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","47.44467","-122.31442","112.5","2024-07-12","2.7",,"0.0","0.0","0.0","20.6","28.3","13.3","  350","  360","6.7","8.5"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","47.44467","-122.31442","112.5","2024-07-13","3.0",,"0.0","0.0","0.0","22.9","31.1","15.6","  340","  340","7.2","10.3"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","47.44467","-122.31442","112.5","2024-07-14","3.0",,"0.0","0.0","0.0","23.3","28.3","14.4","  220","  230","6.3","8.1"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","47.44467","-122.31442","112.5","2024-07-15","2.8",,"0.0","0.0","0.0","18.1","26.7","13.3","  280","   30","5.4","6.7"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","47.44467","-122.31442","112.5","2024-07-16","3.0",,"0.0","0.0","0.0","22.1","31.1","14.4","   10","   10","7.2","9.8"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","47.44467","-122.31442","112.5","2024-07-17","3.1",,"0.0","0.0","0.0","23.3","28.3","16.1","  220","  250","7.2","8.9"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","47.44467","-122.31442","112.5","2024-07-18","3.2",,"0.0","0.0","0.0","19.8","28.3","13.9","  230","  250","5.8","8.5"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","47.44467","-122.31442","112.5","2024-07-19","2.8",,"0.0","0.0","0.0","20.4","28.9","13.9","   10","   20","5.8","7.6"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","47.44467","-122.31442","112.5","2024-07-20","3.8",,"0.0","0.0","0.0","22.9","31.1","16.7","   30","   40","8.1","10.3"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","47.44467","-122.31442","112.5","2024-07-21","2.7",,"0.0","0.0","0.0","21.4","25.0","15.0","  260","  250","6.3","8.5"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","47.44467","-122.31442","112.5","2024-07-22","3.6",,"0.0","0.0","0.0","17.6","20.0","13.9","   40","   30","7.6","9.8"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","47.44467","-122.31442","112.5","2024-07-23","4.2",,"0.0","0.0","0.0","17.8","24.4","14.4","   30","  320","6.7","9.8"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","47.44467","-122.31442","112.5","2024-07-24","3.2",,"0.0","0.0","0.0","18.4","25.0","12.2","   40","  250","7.6","9.8"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","47.44467","-122.31442","112.5","2024-07-25","3.2",,"0.0","0.0","0.0","17.6","22.8","13.9","   30","   30","6.7","8.9"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","47.44467","-122.31442","112.5","2024-07-26","3.8",,"0.0","0.0","0.0","18.2","25.6","11.1","  350","   10","6.7","8.9"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","47.44467","-122.31442","112.5","2024-07-27","2.9",,"0.0","0.0","0.0","19.1","25.6","13.9","  220","  240","5.4","7.2"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","47.44467","-122.31442","112.5","2024-07-28","3.8",,"0.0","0.0","0.0","17.9","20.6","13.3","  240","  240","6.7","8.9"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","47.44467","-122.31442","112.5","2024-07-29","4.1",,"3.3","0.0","0.0","17.2","20.6","14.4","  220","  220","7.2","9.8"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","47.44467","-122.31442","112.5","2024-07-30","4.2",,"0.8","0.0","0.0","18.2","24.4","16.1","  210","  220","8.1","10.3"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","47.44467","-122.31442","112.5","2024-07-31","3.0",,"0.0","0.0","0.0","19.3","26.7","15.0","  350","  290","6.7","8.9"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","47.44467","-122.31442","112.5","2024-08-01","4.1",,"0.0","0.0","0.0","21.7","30.6","16.7","   20","   20","7.2","11.2"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","47.44467","-122.31442","112.5","2024-08-02","2.8",,"0.0","0.0","0.0","23.6","30.0","17.2","  210","  210","5.4","7.2"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","47.44467","-122.31442","112.5","2024-08-03","2.5",,"0.0","0.0","0.0","20.4","27.8","13.9","  210","  210","5.4","6.3"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","47.44467","-122.31442","112.5","2024-08-04","2.9",,"0.0","0.0","0.0","20.6","29.4","13.9","  220","  220","5.4","7.2"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","47.44467","-122.31442","112.5","2024-08-05","3.7",,"0.0","0.0","0.0","19.6","25.0","13.3","  200","  200","5.8","8.9"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","47.44467","-122.31442","112.5","2024-08-06","3.0",,"0.0","0.0","0.0","16.9","21.1","13.3","  230","  270","5.4","7.6"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","47.44467","-122.31442","112.5","2024-08-07","2.9",,"0.0","0.0","0.0","17.5","26.7","12.2","   10","   10","6.7","9.4"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","47.44467","-122.31442","112.5","2024-08-08","2.5",,"0.0","0.0","0.0","21.7","30.6","13.9","  350","  360","6.7","8.9"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","47.44467","-122.31442","112.5","2024-08-09","1.7",,"0.0","0.0","0.0","22.6","28.9","16.1","  280","  280","4.5","6.7"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","47.44467","-122.31442","112.5","2024-08-10","3.7",,"0.0","0.0","0.0","19.8","25.0","14.4","  220","  230","5.8","7.6"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","47.44467","-122.31442","112.5","2024-08-11","3.4",,"0.0","0.0","0.0","18.0","21.7","15.0","  260","  250","6.3","8.9"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","47.44467","-122.31442","112.5","2024-08-12","3.9",,"0.0","0.0","0.0","17.3","22.8","13.9","  220","  210","7.2","10.7"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","47.44467","-122.31442","112.5","2024-08-13","3.4",,"0.0","0.0","0.0","17.8","21.7","15.0","  190","  200","5.4","8.9"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","47.44467","-122.31442","112.5","2024-08-14","2.6",,"0.0","0.0","0.0","18.5","25.0","15.6","  320","  280","5.8","10.7"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","47.44467","-122.31442","112.5","2024-08-15","3.5",,"0.0","0.0","0.0","19.1","23.3","14.4","  220","  220","6.7","9.4"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","47.44467","-122.31442","112.5","2024-08-16","2.8",,"0.0","0.0","0.0","18.2","23.9","15.0","  210","  210","5.8","8.1"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","47.44467","-122.31442","112.5","2024-08-17","4.5",,"11.9","0.0","0.0","19.3","26.1","13.3","  200","  190","13.0","18.3"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","47.44467","-122.31442","112.5","2024-08-18","3.0",,"0.0","0.0","0.0","20.1","25.6","15.6","  250","  250","12.5","19.7"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","47.44467","-122.31442","112.5","2024-08-19","3.0",,"0.0","0.0","0.0","18.2","25.0","13.3","  240","  260","7.2","10.3"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","47.44467","-122.31442","112.5","2024-08-20","2.3",,"4.3","0.0","0.0","16.9","20.0","14.4","  140","  150","5.8","7.6"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","47.44467","-122.31442","112.5","2024-08-21","2.6",,"0.0","0.0","0.0","16.9","20.6","14.4","  220","  210","5.4","8.9"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","47.44467","-122.31442","112.5","2024-08-22","2.0",,"2.5","0.0","0.0","17.2","21.1","15.0","  350","  350","6.7","7.6"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","47.44467","-122.31442","112.5","2024-08-23","3.6",,"11.2","0.0","0.0","15.6","15.0","12.8","  180","  180","6.7","9.4"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","47.44467","-122.31442","112.5","2024-08-24","5.1",,"8.6","0.0","0.0","13.5","16.7","12.8","  180","  170","7.6","10.7"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","47.44467","-122.31442","112.5","2024-08-25","2.2",,"0.0","0.0","0.0","16.2","22.8","13.3","  280","  230","5.4","6.7"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","47.44467","-122.31442","112.5","2024-08-26","2.4",,"1.5","0.0","0.0","17.6","21.7","12.8","  210","  210","7.2","9.4"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","47.44467","-122.31442","112.5","2024-08-27","3.9",,"2.0","0.0","0.0","16.4","20.0","12.2","   60","   40","8.1","11.6"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","47.44467","-122.31442","112.5","2024-08-28","3.7",,"0.0","0.0","0.0","15.2","21.1","10.0","  340","  330","8.1","10.3"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","47.44467","-122.31442","112.5","2024-08-29","4.0",,"0.0","0.0","0.0","17.0","26.1","11.7","   10","   10","6.3","8.9"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","47.44467","-122.31442","112.5","2024-08-30","3.3",,"0.0","0.0","0.0","20.0","28.3","14.4","  350","   20","5.4","7.2"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","47.44467","-122.31442","112.5","2024-08-31","3.4",,"0.0","0.0","0.0","21.8","28.9","15.6","   20","   10","6.3","7.6"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","47.44467","-122.31442","112.5","2024-09-01","2.3",,"0.0","0.0","0.0","21.8","27.8","16.1","  220","  230","6.3","8.9"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","47.44467","-122.31442","112.5","2024-09-02","3.3",,"0.0","0.0","0.0","18.4","21.1","15.0","  220","  210","5.8","8.5"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","47.44467","-122.31442","112.5","2024-09-03","2.6",,"0.0","0.0","0.0","17.3","22.2","15.0","   10","  290","4.5","6.7"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","47.44467","-122.31442","112.5","2024-09-04","3.7",,"0.0","0.0","0.0","18.1","25.6","13.3","   10","   40","6.3","9.4"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","47.44467","-122.31442","112.5","2024-09-05","2.5",,"0.0","0.0","0.0","21.7","32.2","15.0","   20","   20","4.5","6.7"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","47.44467","-122.31442","112.5","2024-09-06","3.0",,"0.0","0.0","0.0","23.9","31.1","16.1","   30","  350","6.3","8.1"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","47.44467","-122.31442","112.5","2024-09-07","2.2",,"0.0","0.0","0.0","22.6","25.0","17.2","  360","  360","5.8","6.7"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","47.44467","-122.31442","112.5","2024-09-08","3.2",,"0.0","0.0","0.0","19.1","23.9","14.4","  210","  210","5.8","8.1"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","47.44467","-122.31442","112.5","2024-09-09","2.5",,"0.0","0.0","0.0","17.2","19.4","14.4","  230","  230","4.5","6.3"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","47.44467","-122.31442","112.5","2024-09-10","2.9",,"0.0","0.0","0.0","16.2","21.7","12.2","  230","  220","7.6","10.3"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","47.44467","-122.31442","112.5","2024-09-11","2.2",,"6.1","0.0","0.0","15.2","19.4","11.7","  120","  130","6.7","10.3"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","47.44467","-122.31442","112.5","2024-09-12","2.4",,"0.0","0.0","0.0","15.4","20.0","12.8","  210","  200","5.8","7.6"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","47.44467","-122.31442","112.5","2024-09-13","2.5",,"1.0","0.0","0.0","14.8","17.8","11.1","  130","   60","5.4","6.3"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","47.44467","-122.31442","112.5","2024-09-14","2.9",,"2.3","0.0","0.0","15.1","18.9","13.3","   50","   20","5.4","8.1"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","47.44467","-122.31442","112.5","2024-09-15","3.0",,"0.5","0.0","0.0","13.9","17.8","11.7","  340","  340","6.3","7.6"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","47.44467","-122.31442","112.5","2024-09-16","2.7",,"0.0","0.0","0.0","14.4","20.0","10.0","   20","   30","6.3","9.4"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","47.44467","-122.31442","112.5","2024-09-17","2.5",,"0.0","0.0","0.0","14.8","17.2","11.7","  170","  160","6.3","8.1"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","47.44467","-122.31442","112.5","2024-09-18","2.5",,"0.0","0.0","0.0","15.6","21.1","12.8","  300","  290","6.3","8.1"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","47.44467","-122.31442","112.5","2024-09-19","2.0",,"0.0","0.0","0.0","15.3","20.0","11.1","  240","  230","4.5","7.2"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","47.44467","-122.31442","112.5","2024-09-20","2.2",,"0.5","0.0","0.0","14.2","17.8","11.7","  260","  200","4.0","6.3"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","47.44467","-122.31442","112.5","2024-09-21","1.9",,"0.0","0.0","0.0","14.4","21.1","8.3","  310","  310","5.4","6.3"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","47.44467","-122.31442","112.5","2024-09-22","1.8",,"0.0","0.0","0.0","15.8","21.1","10.6","  210","  200","5.4","6.7"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","47.44467","-122.31442","112.5","2024-09-23","2.5",,"0.0","0.0","0.0","18.2","22.8","15.6","  200","  200","5.4","8.5"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","47.44467","-122.31442","112.5","2024-09-24","2.0",,"0.0","0.0","0.0","18.4","25.6","14.4","   30","   30","4.0","5.8"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","47.44467","-122.31442","112.5","2024-09-25","4.3",,"2.5","0.0","0.0","18.0","18.3","12.8","  220","  200","8.9","13.0"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","47.44467","-122.31442","112.5","2024-09-26","3.4"," 1827","2.0","0.0","0.0","14.1","20.0","10.6","  230","  230","6.7","9.4"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","47.44467","-122.31442","112.5","2024-09-27","4.6"," 2213","0.8","0.0","0.0","15.3","18.9","11.1","   30","   40","8.1","10.7"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","47.44467","-122.31442","112.5","2024-09-28","3.2"," 0557","0.0","0.0","0.0","12.9","16.7","9.4","   10","  360","7.6","10.3"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","47.44467","-122.31442","112.5","2024-09-29","3.0"," 2345","0.0","0.0","0.0","12.5","17.2","9.4","   50","   50","5.8","7.2"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","47.44467","-122.31442","112.5","2024-09-30","3.3"," 1128","0.0","0.0","0.0","13.2","19.4","8.9","   30","   20","5.8","8.9"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","47.44467","-122.31442","112.5","2024-10-01","2.7",,"0.0","0.0","0.0","13.2","20.0","7.8","  360","  360","8.1","9.8"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","47.44467","-122.31442","112.5","2024-10-02","3.6",,"0.0","0.0","0.0","13.9","17.2","10.0","   20","   50","6.7","9.4"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","47.44467","-122.31442","112.5","2024-10-03","3.1",,"0.0","0.0","0.0","12.3","18.9","6.7","   30","  290","6.7","8.1"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","47.44467","-122.31442","112.5","2024-10-04","4.3",,"10.7","0.0","0.0","12.3","16.1","8.9","  200","  210","11.6","15.7"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","47.44467","-122.31442","112.5","2024-10-05","3.1",,"0.0","0.0","0.0","12.7","17.8","9.4","   10","   10","6.3","8.5"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","47.44467","-122.31442","112.5","2024-10-06","2.3",,"0.0","0.0","0.0","12.5","19.4","7.8","  350","  360","5.4","7.6"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","47.44467","-122.31442","112.5","2024-10-07","1.7",,"0.0","0.0","0.0","15.2","23.9","9.4","  210","  100","4.0","6.3"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","47.44467","-122.31442","112.5","2024-10-08","3.7",,"9.1","0.0","0.0","16.7","18.9","12.2","  180","  140","8.9","11.2"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","47.44467","-122.31442","112.5","2024-10-09","2.6",,"0.0","0.0","0.0","14.5","16.1","11.7","   20","   40","6.7","7.6"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","47.44467","-122.31442","112.5","2024-10-10","4.0",,"0.0","0.0","0.0","12.1","15.0","8.3","   20","   10","7.6","8.9"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","47.44467","-122.31442","112.5","2024-10-11","1.9",,"0.0","0.0","0.0","10.6","14.4","8.3","  360","   10","4.5","6.3"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","47.44467","-122.31442","112.5","2024-10-12","1.4",,"0.0","0.0","0.0","11.5","18.9","7.2","  310","   70","4.0","6.7"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","47.44467","-122.31442","112.5","2024-10-13","2.6",,"0.0","0.0","0.0","15.1","22.2","10.0","  130","  140","5.8","7.2"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","47.44467","-122.31442","112.5","2024-10-14","2.6",,"0.5","0.0","0.0","16.1","18.9","12.8","  220","  220","6.3","9.4"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","47.44467","-122.31442","112.5","2024-10-15","3.0",,"0.8","0.0","0.0","13.6","15.0","10.6","  190","  210","5.8","8.1"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","47.44467","-122.31442","112.5","2024-10-16","5.5",,"1.0","0.0","0.0","12.8","16.1","8.3","  230","  250","9.8","15.2"
"USW00024233","SEATTLE TACOMA AIRPORT, WA US","47.44467","-122.31442","112.5","2024-10-17","2.7",,"1.3","0.0","0.0","9.4","12.8","7.2","  340","  330","7.2","8.5"
